geneID,786_M1A_1,786_M1A_2,786_M1A_3,786_O_1,786_O_2,786_O_3,HK2_1,HK2_2,HK2_3
100302401,14,18,18,29,15,21,103,131,132
9462,1780,2127,1943,2367,2077,2107,6840,7400,9781
400797,6,4,3,5,4,5,3,7,9
84066,0,0,0,0,0,0,0,0,0
105373472,0,0,0,1,2,2,1,1,4
400798,12,6,6,4,5,11,8,13,8
100616328,0,0,0,0,0,0,0,0,0
55103,2439,2790,2868,2447,2185,2415,3707,4512,5429
9068,0,0,0,2,1,1,0,1,0
9917,4888,5317,5353,6308,5578,6383,4859,6427,7661
64222,2437,2499,2490,2957,2502,2854,1858,2507,2650
27,2469,3200,3142,3624,3461,3461,5679,6517,8997
6646,5113,5888,5931,5702,5068,5726,6077,7761,9286
126859,12,8,11,14,5,8,4,9,7
7827,0,0,0,0,0,0,0,0,0
163589,0,0,3,0,0,0,0,0,1
148753,0,0,0,0,0,0,0,1,0
163590,1924,1927,2057,2511,2372,2516,2872,3597,4307
26092,3074,3473,3298,4259,3784,4193,4308,5534,6597
9857,2626,3242,3031,3854,3617,3856,3247,3673,4846
5768,13050,13357,12766,13224,10983,12410,8120,10495,11725
200058,324,342,371,285,244,336,180,260,288
89884,17,15,19,19,16,16,7,11,20
100527964,37,43,50,66,43,47,46,58,83
84320,1913,1857,1779,2218,1801,2124,1899,2667,2929
100423032,0,0,0,0,0,0,0,0,0
148756,0,0,0,0,0,0,0,1,0
9213,2805,3428,3138,3368,2920,3336,4933,6434,7527
57710,31,27,28,34,16,28,36,45,62
10228,1776,1891,1851,2105,1769,2030,2449,3204,3753
3140,293,302,310,487,427,501,700,882,1037
51278,1936,1823,1801,1608,1352,1450,1230,1739,1856
101928973,0,0,0,0,0,0,0,0,0
100287948,0,0,0,0,0,0,0,0,0
777,0,0,0,2,1,1,0,0,0
127665,0,0,0,0,0,0,0,0,0
400799,0,0,0,0,0,0,0,0,0
2752,0,0,0,0,0,1,4903,6119,7088
127670,0,0,0,0,0,0,0,0,0
388719,0,0,0,0,0,0,0,0,0
353299,0,0,0,0,0,0,0,0,0
6041,286,304,346,470,403,505,383,511,558
6004,0,0,0,0,1,0,2,2,1
284648,0,0,0,0,0,0,0,0,0
85397,0,0,0,0,0,0,0,0,0
80896,62,79,69,26,35,35,86,135,174
1660,15262,18071,17406,21164,18219,19797,14245,18319,21170
81626,0,0,0,0,0,0,0,0,0
3915,20830,26352,24816,31871,28443,28985,24725,29643,38999
3918,5269,6345,5744,11257,9325,10399,29715,38896,47833
23057,0,2,2,4,7,6,125,134,192
284649,18,36,21,23,25,30,16,12,20
9887,4175,5001,4889,6230,5437,5874,3099,3541,4577
4688,268,249,272,249,241,223,107,156,195
10092,10891,11402,11498,10586,9020,10300,6490,9085,9946
23179,353,400,366,523,424,483,756,838,1046
403314,0,0,0,0,0,0,0,0,0
23127,15,7,9,11,10,11,164,210,300
116461,1840,2074,1924,2055,1732,2052,1551,1913,2231
102724846,0,0,0,0,0,0,0,0,0
81563,449,539,514,612,517,607,164,171,208
80267,2359,2753,2736,3238,3164,3235,1708,2061,2561
116496,6539,7705,7518,7540,6371,6955,2770,3278,4227
101929069,0,1,0,0,1,1,2,0,1
6045,1780,1913,1842,2027,1738,2077,2006,2585,3164
81627,1277,1359,1391,1725,1566,1546,853,1111,1278
54823,178,189,201,219,158,215,208,266,302
10625,3425,3566,3726,5456,4724,5365,11836,15279,16265
100288079,0,0,0,1,0,0,0,0,1
101929093,0,0,0,0,0,0,0,0,2
83872,17,8,21,124,143,105,26,46,43
10216,2,0,2,1,1,1,0,3,2
7175,8187,9874,9590,12015,10943,11112,9671,11819,14496
54953,1088,1193,1197,1285,1135,1310,1199,1555,1744
10896,1,6,3,0,3,3,0,7,0
102724919,1,1,0,0,0,0,3,0,1
5132,0,0,0,0,0,1,0,0,1
5743,9,20,20,82,130,166,15,21,23
103752588,0,0,0,0,0,0,0,0,0
5321,32,66,54,132,174,195,156,213,246
104169671,0,3,12,10,6,4,0,0,0
101929766,0,0,0,0,0,0,0,0,0
339479,0,0,0,0,1,0,0,2,1
101929120,0,0,0,0,0,0,5,4,4
440704,0,0,0,0,0,0,0,0,0
64407,0,1,0,0,1,0,4,3,3
431704,0,0,0,0,0,0,0,0,0
5996,0,0,0,0,0,0,0,1,2
6003,0,0,0,0,0,0,0,0,0
100616345,4387,4343,4580,5217,4503,5090,3789,5584,5504
5997,561,659,622,456,471,518,318,452,499
102724954,0,1,0,0,0,0,0,0,0
51377,3329,3770,3782,4159,3659,4255,2550,3420,3772
6738,963,1156,1142,1546,1380,1505,1424,1771,2077
51022,738,792,732,783,646,710,427,663,794
79577,2970,3244,3353,3849,3427,3902,2696,3584,3960
100302163,0,0,0,0,0,0,0,0,0
8707,0,0,0,0,0,0,1,0,0
101929184,1,0,1,1,0,0,0,0,0
343450,3,4,1,0,2,0,0,3,3
100616363,0,0,0,0,0,0,0,0,0
3075,1908,2321,2310,2183,2199,2623,374,538,569
10878,38,44,40,47,40,43,5,6,13
3078,43,47,42,43,48,44,8,8,14
10877,0,0,0,0,0,0,0,0,0
3080,0,0,0,0,0,0,0,0,0
81494,0,0,0,0,0,0,0,0,0
2165,0,0,0,0,0,0,0,0,0
259266,14035,16034,16394,18179,15966,17389,8597,10430,13158
360023,1162,1384,1389,1531,1488,1663,1052,1201,1412
23418,1,4,4,2,1,5,11,9,15
163486,535,624,576,734,671,807,489,639,682
388722,36,29,40,68,38,62,80,103,110
56956,0,2,1,5,3,3,3,16,14
140609,2552,2999,3000,2999,2726,2986,1939,2544,2898
127124,0,0,0,0,0,0,0,0,0
5788,0,0,0,0,0,0,0,0,0
100131234,0,0,0,4,4,2,3,2,1
406955,0,1,0,0,0,0,0,1,1
406995,0,0,0,0,0,0,0,0,0
102800316,0,0,0,0,0,0,0,0,0
104266961,0,0,0,0,1,0,0,0,0
400800,0,0,0,0,0,0,0,0,0
2494,4,5,1,1,0,0,0,0,0
554279,5,11,8,3,4,5,4,8,6
23528,1483,1631,1525,2114,1849,1983,2520,3013,3764
9928,4031,4608,4727,5622,5121,5615,4282,5282,6554
83479,826,962,920,959,786,959,885,1121,1350
101929224,0,0,1,1,0,1,0,2,2
23271,3625,4448,4349,5658,5248,5393,4830,5719,7336
2848,0,0,0,0,0,0,0,0,0
55765,898,990,1016,1526,1318,1451,1863,2448,2871
23046,3,2,1,0,1,6,1087,1167,1471
779,0,0,0,0,0,0,2,1,0
647219,4,1,2,5,2,6,10,20,16
252839,4028,4073,4065,5352,4327,4980,5909,7658,8451
91156,6951,8097,8180,12736,11325,9917,7686,8451,10604
5317,2,2,0,3,0,2,15,15,23
7139,0,0,0,0,1,1,1,4,2
3898,1,2,3,7,7,10,2351,2950,3363
7135,0,0,0,0,0,0,44,84,70
23612,2600,2574,2357,2868,2145,2406,1053,1358,1577
1465,8278,8442,8237,6265,5112,5947,4578,5935,6803
376693,952,941,943,1354,953,1096,1113,1832,1729
89796,7667,9513,8603,11315,10063,9861,4642,5211,7615
100873949,3,2,2,2,2,3,1,2,1
100847050,0,0,0,0,0,0,0,0,0
100302158,0,0,0,0,1,0,0,0,0
55705,6900,7766,7539,10542,9037,9786,10125,12473,14873
102466724,0,0,0,0,0,0,0,1,1
149345,476,501,466,754,517,677,737,894,1116
25802,3,1,0,0,5,5,4,4,11
10440,3412,3673,3695,4502,3808,4246,3410,4528,5081
6051,4852,4808,4880,5762,4623,5424,4752,6195,6753
102465443,0,0,0,0,0,0,0,0,1
1999,1075,959,1024,1202,889,1126,1650,2019,2167
9283,4,1,2,1,1,0,5,13,14
127829,1748,1740,1638,1935,1554,1717,1079,1472,1848
5778,0,0,0,0,1,1,16,19,19
148713,0,0,0,0,0,1,2,1,2
59352,1,1,0,0,2,3,1,3,1
29089,2342,2480,2530,2660,2268,2583,2274,3082,3463
4660,363,470,419,569,531,548,314,428,469
127833,5,2,2,3,7,4,5,3,4
10765,1848,2049,2072,3635,3035,3328,4026,5143,6410
100506696,17,15,14,19,18,22,19,24,24
641515,0,0,0,0,0,0,0,0,0
148709,3,5,8,9,10,12,44,78,62
5877,866,924,826,819,735,806,737,949,1044
59349,1933,2213,2210,2520,2183,2600,1841,2458,2795
51094,5787,6166,5991,7035,5806,6739,6153,7585,9045
51706,843,898,842,1097,964,1151,1364,1898,1990
100506747,1,1,1,0,0,0,10,11,15
92703,2811,2938,2794,3221,2588,3027,3463,4567,5127
8497,28,35,43,37,28,23,61,64,85
4656,0,0,0,0,0,0,0,0,0
134,1949,1967,1892,2073,1739,1938,643,775,783
4608,4,8,8,5,12,7,4,5,4
1116,1,6,1,2,2,1,32,36,65
1118,3,5,3,2,4,3,1,0,1
100506775,0,0,0,2,1,1,0,0,0
730227,0,0,0,0,0,0,0,1,0
7832,192,232,210,395,294,363,210,303,358
2331,0,1,0,0,0,2,0,0,5
5549,4,8,0,0,0,0,2,2,0
26254,0,0,0,0,0,0,0,0,0
493,9317,11744,11027,10602,9392,9923,3028,3761,4672
677843,4,1,0,0,0,2,0,1,2
84719,5,9,9,5,6,12,3,4,6
54900,0,0,0,0,1,1,2,4,1
9877,4955,5323,5187,6557,5832,6362,8421,11149,12746
100381270,110,198,132,270,296,272,443,411,658
6635,1946,2026,2087,2299,2113,2338,2228,3424,3643
284573,0,0,0,0,0,0,0,0,0
9580,90,74,99,87,67,84,445,485,585
55224,24,23,20,232,181,226,1114,1440,1560
101929441,0,0,0,1,0,0,0,2,0
5972,2,3,0,0,0,0,0,0,1
3814,0,0,1,0,1,3,7,10,11
127845,0,1,0,4,2,8,10,17,18
22874,3249,3637,3522,3910,3394,3677,2459,2936,3727
127841,14,20,14,17,10,9,12,17,15
84919,3790,4106,4033,5418,4560,4941,5164,6502,7659
5287,453,418,428,603,474,553,395,491,557
100189122,2,1,2,4,0,1,1,1,3
100189425,0,0,0,0,0,0,0,0,0
4194,242,260,278,397,384,364,441,555,607
10446,0,0,0,0,0,0,0,0,0
23114,0,0,0,1,0,0,0,0,0
6900,0,0,1,1,1,1,0,1,0
388730,112,103,100,118,104,118,77,121,142
5929,1277,1474,1540,1820,1712,1942,2195,2702,3206
25778,1000,1130,1090,1528,1333,1532,2396,2933,3751
9911,33,41,31,159,113,147,313,425,466
81788,234,231,245,216,202,217,2239,2818,3529
55220,0,0,0,0,0,1,6,18,11
284576,0,0,0,0,0,0,0,0,0
93273,0,2,0,0,1,2,0,0,0
101669762,26,34,35,32,25,26,2,3,1
105371697,5,3,1,11,5,7,5,9,6
442891,0,0,0,0,0,0,0,0,0
100189098,0,0,0,0,0,0,0,0,0
5129,1432,1431,1402,1189,952,1080,671,876,949
284578,0,0,0,0,0,0,0,0,0
148808,7,5,2,6,8,4,18,29,22
2005,3412,3829,3722,4489,3999,4261,4190,5255,6383
85414,571,599,554,802,692,739,539,740,833
64710,30869,33743,34642,42967,36918,41867,30622,39345,45183
8934,655,667,670,994,880,1034,1627,2190,2457
254428,3140,3184,3163,4164,3593,3948,3419,4132,5239
148811,1,0,0,2,2,3,0,0,0
284581,0,0,0,0,0,0,0,0,0
115019,3,7,5,17,11,9,6,6,1
103021296,30,46,33,36,30,42,0,0,0
103021295,630,696,739,734,629,725,662,895,1008
338382,29,20,30,22,26,32,30,35,27
1510,0,0,2,0,0,0,2,0,1
440712,89,95,86,91,60,100,0,2,0
553,0,1,0,0,0,1,0,0,0
729533,155,201,207,241,205,270,180,237,293
23380,5392,6092,5753,6599,5555,6152,4105,4854,6096
9641,700,753,758,744,613,671,210,271,278
102466202,0,0,0,0,0,0,0,0,0
83593,528,564,523,612,566,659,109,128,149
1939,2476,2425,2444,2652,2262,2552,1740,2390,2571
8444,518,654,600,772,693,763,723,901,1097
9261,8791,9124,8978,8398,6742,7626,6270,8303,9447
3586,0,0,0,0,0,0,0,0,0
29949,0,0,0,0,0,0,0,0,0
50604,0,0,0,0,0,0,0,0,0
11009,0,0,0,0,0,0,0,0,1
9214,9,5,4,2,1,5,10,17,10
5284,7,6,8,10,13,9,3,4,4
83953,10,8,24,8,13,3,3,9,6
79098,94,64,65,103,99,137,226,240,340
5208,288,336,350,650,622,593,1031,1227,1382
55432,763,852,844,1108,979,1104,1635,1963,2174
725,0,0,1,1,0,0,0,0,0
722,0,0,0,0,0,0,0,0,0
1604,860,887,900,1002,853,974,958,1378,1571
1380,0,0,0,0,0,0,0,0,3
1378,0,0,1,0,0,0,0,1,1
1379,0,1,0,0,0,0,1,2,2
4179,10070,11190,11199,11171,9768,11029,9643,12296,14009
407026,0,0,2,0,1,1,0,0,0
407025,0,0,0,0,0,0,0,0,0
148696,0,0,0,0,0,0,0,0,0
947,1,1,0,1,4,4,0,0,1
105372883,0,0,1,1,2,5,1,1,2
5362,523,677,601,485,471,485,3,5,5
642587,0,0,0,0,0,0,13,16,14
406988,0,0,0,0,0,0,0,1,0
57172,1,0,0,3,5,4,0,1,0
3914,1659,1752,1602,2935,2489,2723,1767,2536,2752
100422894,0,0,0,0,0,0,0,0,0
50486,835,961,858,333,242,307,299,500,475
3290,1,5,7,6,3,4,1,0,0
80342,49,45,43,50,57,67,52,47,60
148304,185,199,175,266,194,225,299,377,423
3664,4,6,4,8,6,1,199,223,237
27042,1374,1469,1424,1827,1590,1846,2301,2874,3640
255928,0,0,0,4,1,5,1307,1489,1867
574036,78,90,92,90,76,73,104,178,179
56256,213,258,217,360,285,343,689,767,1040
105373474,0,0,0,0,0,0,3,5,3
55733,488,511,505,930,832,903,1031,1276,1492
3756,105,136,135,263,212,231,1673,1794,2328
55758,1035,1178,1195,1575,1413,1574,1740,2088,2426
7188,205,226,247,149,159,160,780,901,1015
84791,154,170,151,200,179,202,293,360,360
343035,0,0,0,0,0,0,0,0,0
7779,399,481,455,662,632,659,907,1095,1225
4751,3461,3737,3708,3820,3092,3861,2775,3639,4187
9926,4800,5495,5445,7107,6552,6985,5155,6599,7902
102723727,0,0,0,0,0,0,0,0,0
25896,1710,1983,2032,2326,2051,2188,2612,3443,3961
51514,3591,4069,3926,4140,3640,4121,4594,5892,6687
100131205,22,29,19,22,17,16,11,24,20
100422947,0,1,0,0,0,0,0,0,0
101929541,2,0,0,0,2,1,1,1,3
5525,2075,2133,2239,2349,2080,2406,2311,3107,3426
692157,0,1,0,0,0,1,2,0,0
55248,621,737,621,837,680,827,859,1201,1271
29937,1543,1491,1525,1721,1453,1634,1312,1889,1985
101929565,0,0,0,0,0,0,0,0,0
467,97,93,92,132,121,114,185,250,298
149647,0,0,0,0,0,0,0,0,0
55509,48,35,42,26,17,28,161,224,263
25936,1524,1622,1557,2012,1724,2017,1897,2651,2939
128387,245,245,246,298,266,321,366,531,529
149643,2,0,0,5,0,0,2,1,1
642946,99,109,100,105,100,116,120,149,149
28982,892,1046,1078,1446,1207,1312,964,1234,1502
79805,6,7,2,87,48,96,441,524,645
90806,1391,1513,1520,1794,1527,1704,1452,1875,2139
26750,1608,1727,1702,1979,1766,1970,1692,2246,2548
100505832,0,0,0,0,0,0,1,1,0
100861504,0,0,0,0,0,0,0,0,0
5629,0,0,0,0,0,0,26,44,47
105372911,0,0,0,0,0,0,0,0,0
56950,2793,2918,2839,2919,2470,2868,2254,3102,3466
5784,9071,11286,10917,16493,15313,15468,16544,17752,24892
1063,19186,24180,23241,25661,23804,23430,20008,25383,32074
3776,10,18,9,31,34,32,620,900,976
101929612,8,6,9,9,5,9,19,25,18
51133,4713,5329,5418,5795,5182,6084,3986,5232,5927
7399,2,2,2,167,132,170,8,12,6
102723833,0,0,0,0,0,0,0,0,0
2104,6,2,3,17,28,32,41,50,57
55105,810,911,949,1123,1027,1076,1056,1462,1553
128153,38,51,38,40,33,43,116,169,187
103752555,0,0,0,0,0,0,0,0,0
100885798,0,0,0,0,0,0,0,0,0
101929631,0,0,0,0,0,0,0,0,0
51018,1623,1900,1763,1991,1879,2018,1947,2501,2926
728463,4,10,5,8,4,4,9,27,21
7042,5174,5967,5983,6751,5664,6182,15165,19154,23597
103611157,0,0,0,0,0,0,0,0,0
643723,4,2,3,4,1,0,5,4,7
127018,475,546,479,599,516,606,909,1309,1496
102723886,22,24,26,13,16,17,4,1,2
55532,0,0,0,0,0,0,0,0,0
2058,12363,14341,14357,18109,15870,17488,11573,15366,17388
10380,841,874,989,1415,1270,1425,1403,1927,2034
55699,8120,9048,9063,13264,11361,12913,9318,12852,13514
406997,0,0,0,0,0,0,0,0,0
406969,0,0,0,0,0,0,0,0,0
25782,2423,2918,2781,4053,3592,3988,3388,4103,5052
100302234,0,0,0,0,0,0,0,0,0
677818,0,0,0,0,0,0,0,0,0
6791,752,744,791,862,737,878,516,633,728
4139,0,0,0,17,7,11,237,276,345
79762,0,0,0,0,1,0,131,162,188
54996,95,84,68,182,153,179,383,531,535
64757,0,0,0,1,0,1,420,531,592
101929730,2,6,6,2,1,2,0,1,1
100873924,0,0,0,0,0,0,0,0,0
105373280,6,5,4,9,4,6,3,4,3
3142,641,591,567,991,826,891,248,361,451
400804,0,0,0,0,0,0,0,0,0
11221,835,815,893,1542,1231,1334,1160,1489,1750
101929771,0,0,1,2,6,4,0,0,0
100189378,0,0,0,0,0,0,0,0,0
79802,137,147,142,329,284,318,10,15,18
9015,566,583,645,751,631,714,798,1010,1141
100506161,10,19,15,21,18,17,27,32,35
375056,4544,5080,4967,8036,6939,7576,3232,4085,4826
64853,6759,6908,6975,7911,6683,7519,4719,6409,7423
148362,3030,3317,3428,5146,4326,5070,3506,4731,5109
400823,1,2,0,0,0,0,0,0,0
84976,364,386,385,651,483,642,339,412,470
7100,53,90,74,37,40,46,0,1,3
55061,383,427,425,517,428,485,15,21,17
164127,0,0,0,0,0,0,13,19,31
388743,1,0,0,1,0,2,0,0,0
824,28267,30308,29739,31691,27652,31008,26081,34121,38671
7159,4321,4801,4774,5616,4793,5322,7604,9890,11535
105369195,61,50,58,96,57,71,76,91,125
441124,9,13,8,12,24,11,21,24,25
23219,2995,3170,3218,4376,3862,4370,3258,4210,4748
8560,6343,6613,6607,8875,7789,8731,5315,7075,7823
101927143,0,0,0,0,0,0,0,1,0
101927164,0,0,0,0,0,0,0,0,0
4931,1262,1325,1424,1566,1401,1674,1459,2009,2229
100313769,0,0,0,0,0,0,0,0,0
29097,2132,2179,2180,2958,2492,2855,1958,2786,3030
80232,4649,5553,5461,6584,5860,6755,7196,9137,10837
100616468,0,0,0,0,0,0,0,0,0
149111,50,55,47,77,71,66,15,19,20
127602,269,305,308,379,367,386,278,368,406
3930,6119,6859,7003,10322,8780,9839,7183,9181,10517
55740,7097,8085,7742,11126,9358,10762,14161,18046,21346
6726,11865,12780,12553,15668,13609,15770,12244,16991,18461
2052,2969,2880,2858,4303,3418,3874,3735,5056,5760
9725,1132,1214,1122,1468,1240,1380,975,1154,1368
10637,0,1,0,9,11,9,0,2,1
29920,2429,2517,2408,3229,2574,2956,2303,3114,3323
102466270,0,1,0,0,1,0,0,1,3
7044,0,0,0,1,0,0,3,13,15
163859,787,941,873,1407,1236,1315,986,1221,1543
3020,6296,6682,6647,10234,8301,9973,9042,12324,14093
64746,3736,4253,4198,5902,5005,5737,3398,4380,4984
83881,0,0,0,2,0,0,0,0,0
286826,949,971,926,1368,1145,1341,1049,1450,1709
142,12879,13906,13543,17751,14730,16444,15868,19939,23227
375057,0,0,0,0,0,0,1,1,0
3707,423,518,439,887,780,828,686,822,942
100506443,0,0,0,0,1,0,0,0,1
5664,788,892,820,1127,945,1043,572,757,843
56997,455,395,425,750,631,722,1356,1757,1939
105379282,2,3,4,1,0,3,9,1,9
8476,3313,4097,4015,6805,5857,6485,3030,3432,4525
339500,222,215,206,317,330,343,381,435,520
100130093,11,5,5,16,14,18,45,51,60
65094,166,170,151,261,239,230,266,372,377
116841,1138,1222,1165,1832,1486,1638,1468,1904,2121
105373289,0,1,0,3,3,0,0,1,1
339501,0,0,0,0,0,0,0,0,0
7483,0,0,0,0,0,1,7,14,17
100847072,0,0,0,0,0,0,0,0,0
101060022,38,47,41,96,56,72,47,69,92
89780,0,0,0,0,0,0,0,0,0
100506571,0,0,0,5,1,0,0,0,0
375,23205,23562,22780,32218,25678,29203,19953,25543,29591
100500810,0,0,0,0,0,0,0,0,0
79169,891,764,741,1119,917,984,832,1236,1269
128308,1256,1268,1109,1793,1387,1447,1045,1612,1527
2987,7640,7502,6628,9352,7503,8162,4046,5640,6117
57165,58,32,30,43,30,38,9,9,19
574432,4,3,4,6,1,2,1,0,3
200205,170,191,176,338,297,321,360,405,469
574407,4,1,1,8,7,7,9,15,14
84033,183,198,193,301,258,260,806,946,1092
101927401,0,0,0,0,0,0,0,0,1
81559,1498,1365,1302,1694,1360,1449,1281,1602,1875
102465444,0,0,0,0,0,0,0,0,0
51127,5,3,1,7,3,5,11,5,5
8290,1,0,0,0,0,0,0,0,0
92815,0,0,0,1,0,0,17,35,14
128312,0,0,0,0,0,0,1,2,2
100616308,0,0,0,0,0,0,0,0,0
149603,3678,3711,3717,5044,3907,4685,3782,4932,5527
100129094,2,0,2,2,2,5,0,1,0
100169751,0,0,0,0,0,0,0,0,0
100169753,0,0,0,0,0,0,0,0,0
100169754,0,0,0,0,0,0,0,0,0
100169755,0,0,0,0,0,0,0,0,0
100169756,0,0,0,0,0,0,1,0,1
100169757,0,0,0,0,0,0,0,0,0
100169758,0,0,0,0,0,0,0,0,0
100169759,0,0,0,0,0,0,0,0,0
100169760,0,0,0,0,0,0,0,0,0
100169761,0,0,0,0,0,0,0,0,0
100169762,0,0,0,0,0,0,0,0,0
100169763,0,0,0,0,0,0,0,0,0
100169764,0,0,0,0,0,0,0,0,0
100169765,0,0,0,0,0,0,0,0,0
100169766,0,0,0,0,0,0,0,0,0
100169767,0,0,0,0,0,0,0,0,0
58480,21,35,30,79,67,74,252,328,394
574029,27,15,14,30,24,22,52,65,58
100169768,0,0,0,0,0,0,0,0,0
105373132,23,34,11,25,20,14,17,13,18
5867,860,820,839,1333,1074,1277,1640,2239,2488
10638,0,0,0,0,0,0,0,0,0
126731,1072,1220,1127,1839,1487,1865,968,1186,1456
58,17,13,22,12,15,22,7,19,10
55746,3259,3626,3572,4921,4135,4786,4499,5896,6869
101927478,0,0,0,1,0,0,0,0,0
23456,679,889,815,1081,857,1032,1113,1466,1555
27097,1619,1859,1729,2551,2144,2465,2044,2652,3188
9816,1324,1591,1483,2236,1899,1940,1764,2221,2756
101927532,0,0,0,0,0,0,0,0,0
2590,11672,12358,12095,19479,15875,18241,13707,17071,20385
79605,383,422,407,1354,1217,1440,759,898,1011
101927553,0,0,0,0,0,0,0,0,0
22796,1062,1072,1181,2019,1739,1936,1476,1951,2206
183,17,22,18,116,114,154,203,283,294
10753,2,0,5,2,2,2,0,0,2
84886,3108,3348,3272,3082,2531,2733,2301,3028,3669
101927604,8,3,8,5,3,4,11,23,20
79573,1229,1376,1317,1900,1632,1880,688,929,1051
64801,724,737,816,1113,883,1125,528,685,731
375061,0,0,0,107,91,110,91,103,112
100302132,0,0,0,0,0,0,0,0,0
440730,0,0,0,3,1,5,2,2,0
149373,0,0,0,0,0,0,0,0,0
128061,555,592,568,884,741,915,591,825,961
8443,3015,3242,3245,4072,3408,4010,2424,3517,3854
149371,963,1024,1075,1448,1335,1421,1248,1540,1778
83932,849,997,981,1284,1084,1209,955,1251,1364
54583,2543,2681,2648,3405,2900,3208,2463,3160,3661
645339,0,1,0,0,0,1,0,0,0
100303453,0,1,0,0,0,0,0,0,0
7257,1131,1281,1321,1703,1644,1845,1400,1797,2208
100287814,0,0,0,0,0,2,0,0,0
27185,0,0,0,0,0,3,12,4,6
27184,0,0,0,0,0,0,0,0,0
104472714,0,0,0,0,0,0,0,1,0
101927660,0,0,0,0,0,0,0,0,0
57568,2910,3321,3179,3770,3401,3855,1180,1473,1763
101927683,0,0,1,0,2,0,0,0,0
54627,0,0,0,0,0,0,55,63,84
84284,1457,1499,1504,1846,1499,1795,1242,1755,1891
80003,844,928,954,1065,1048,1207,737,703,923
101927736,0,0,0,0,0,0,0,0,0
84451,3459,3770,3827,4827,4250,4802,1198,1443,1643
3775,446,486,482,520,452,484,690,867,1043
100616390,0,0,0,0,0,0,0,0,0
148641,150,174,150,188,150,197,157,183,189
100616380,0,0,0,0,0,0,0,0,0
101927765,11,4,5,6,7,12,4,4,7
388753,732,705,766,995,757,933,824,1198,1254
6894,2071,2306,2289,2547,2221,2465,1535,2004,2142
100506795,0,0,0,0,0,0,0,0,0
359948,6211,6245,6392,6295,5347,5940,3027,3979,4609
100302691,1,0,1,3,5,2,0,0,1
101927787,0,0,1,1,0,0,0,0,0
100506810,2,1,0,2,6,0,3,1,7
101927851,4,3,2,2,3,5,2,5,2
731656,3,8,4,1,0,3,0,1,1
9804,6104,6983,7111,10397,8959,10326,6892,9184,10160
677802,6,10,2,5,3,3,5,2,5
23029,1781,1940,1948,2437,2277,2431,1847,2469,2814
51742,1713,1962,1989,2721,2532,2743,2783,3531,4047
100616224,0,0,0,0,0,0,0,0,0
9453,1424,1462,1468,1895,1603,1857,1376,1880,2177
6905,1248,1310,1332,2036,1636,1824,1351,1842,2011
148789,1994,2131,2138,2681,2270,2600,1998,2402,2905
2786,122,110,113,471,399,432,1256,1522,1783
1130,1438,1563,1645,1694,1905,2070,1605,1949,2334
100302139,0,0,0,0,0,0,0,0,0
4811,105,139,103,82,55,62,9598,11101,14185
7107,181,211,201,627,571,652,499,595,772
56605,423,528,447,864,809,876,645,870,1075
128178,5218,5344,5164,5183,4291,4931,3350,4552,5036
3964,1849,2045,2003,3013,2480,2954,2298,2849,3535
100287902,1,0,1,4,5,2,1,7,3
55127,4016,5184,4835,7187,6469,6775,6053,7401,9286
88,1,0,0,1,1,1,21,43,39
4548,1798,2337,2205,3172,2931,3017,2815,3077,3997
645745,0,1,0,0,0,0,0,0,0
6262,13,12,10,25,30,29,64,101,140
100616141,0,0,0,0,0,0,0,0,0
100130331,91,74,92,55,73,89,47,89,129
57829,0,0,0,0,0,0,0,0,3
339535,2,5,2,5,3,6,3,2,5
105373226,0,0,0,0,0,0,0,0,0
1131,0,0,0,5,2,4,2,5,5
100506915,0,0,0,0,0,0,0,0,0
100873984,0,0,0,0,0,0,0,0,0
645884,0,0,0,1,0,1,0,1,0
56776,0,0,0,0,0,0,92,97,128
64388,0,0,0,2,3,2,7,11,18
6000,2,0,0,0,1,0,70,108,119
100422856,0,0,0,0,0,0,0,0,0
2271,5015,5245,5387,7008,5969,6770,3288,4594,5039
8564,330,411,383,258,300,413,19,8,15
23596,694,870,770,902,865,951,195,254,339
1122,1614,2006,2047,2410,2136,2330,2156,2563,3043
128025,1,0,1,1,4,0,0,0,0
9156,2135,2312,2362,2920,2411,2895,1447,1983,2334
441925,0,0,0,0,0,0,0,0,0
440738,2,1,3,5,7,9,1,2,5
200150,13,7,4,0,2,1,0,0,0
731275,6,14,8,16,11,18,40,39,40
9859,2654,3191,3107,4148,3780,4153,4197,5185,6569
10806,614,694,671,818,711,800,921,1269,1455
100616343,0,0,1,0,1,0,1,0,2
10000,3713,4099,4116,5665,4938,5670,6318,7896,9918
339529,0,0,0,0,0,0,1,1,1
10472,2123,2309,2322,2704,2314,2617,2737,3449,4180
440742,0,0,0,0,0,0,0,0,0
200159,1,0,2,3,3,0,1,1,0
159,3295,3614,3670,4609,3964,4409,3949,5367,5920
257044,5,6,9,11,15,24,37,32,37
51029,5315,5625,5857,6677,5913,6732,4757,6183,7095
116228,23,27,34,36,38,40,24,28,38
284702,236,226,258,319,320,321,188,291,354
3192,32321,35574,35283,44191,39468,42413,39236,51989,60628
101928068,5,5,4,14,6,2,4,8,9
84288,135,147,149,219,204,244,510,681,712
55083,1141,1559,1451,2509,2167,2160,702,834,1142
64754,757,732,753,1878,1462,1686,823,1154,1251
105373268,0,0,0,1,0,1,0,0,0
